"","fips","state","county","year","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude"
"552",6059,"CA","Orange County",2016,"9.6%",301650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.2%",NA,"19.8%","NA","16.3%","117,350","65%","35%","$3.36","$173,334,000.00","1",33.703091525,-117.761211249
"553",6061,"CA","Placer County",2016,"11.3%",41990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.7%",NA,"48.3%","NA","15.9%","13,550","49%","51%","$3.58","$25,660,000.00","1",39.063936061,-120.717238332
"554",6063,"CA","Plumas County",2016,"16.1%",3020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","22.6%","700","67%","33%","$3.26","$1,682,000.00","1",40.0047236595,-120.838727612
"555",6065,"CA","Riverside County",2016,"9.8%",227020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.0%","116,550","72%","28%","$2.99","$116,123,000.00","1",33.74364051,-115.994021641
"556",6067,"CA","Sacramento County",2016,"15.6%",230210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%",NA,"22.7%","NA","20.8%","75,010","71%","29%","$3.12","$122,589,000.00","1",38.4543841802,-121.338809393
"557",6069,"CA","San Benito County",2016,"5.9%",3450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","16.7%","2,630","68%","33%","$4.22","$2,490,000.00","1",36.6055494282,-121.074869757
"558",6071,"CA","San Bernardino County",2016,"10.4%",218610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.9%","114,520","73%","28%","$2.95","$110,212,000.00","1",34.8413712057,-116.178482683
"559",6073,"CA","San Diego County",2016,"11.7%",379130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.6%",NA,"21.4%","NA","17.5%","127,280","67%","33%","$3.36","$217,429,000.00","1",33.03590414,-116.733115518
"560",6075,"CA","San Francisco County",2016,"14.7%",125120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%",NA,"40.6%","NA","14.7%","16,880","57%","43%","$4.53","$96,916,000.00","1",37.7545101587,-122.442201158
"561",6077,"CA","San Joaquin County",2016,"13.3%",95290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.0%",NA,"9.0%","NA","21.5%","42,870","74%","26%","$3.05","$49,627,000.00","1",37.9347888756,-121.271031094
"562",6079,"CA","San Luis Obispo County",2016,"12.5%",34750,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%",NA,"34.2%","NA","16.9%","8,590","64%","36%","$3.50","$20,760,000.00","1",35.3871699387,-120.404113779
"563",6081,"CA","San Mateo County",2016,"9.1%",68490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.0%",NA,"40.0%","NA","13.2%","21,370","55%","45%","$3.69","$43,239,000.00","1",37.4222797899,-122.328717603
"564",6083,"CA","Santa Barbara County",2016,"10.0%",43960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.7%",NA,"5.3%","NA","17.4%","17,190","71%","29%","$3.22","$24,210,000.00","1",34.7247642306,-120.022280302
"565",6085,"CA","Santa Clara County",2016,"9.9%",186130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.8%",NA,"38.2%","NA","13.9%","60,420","54%","46%","$3.67","$116,617,000.00","1",37.2314656159,-121.694370762
"566",6087,"CA","Santa Cruz County",2016,"12.0%",32500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%",NA,"26.2%","NA","18.4%","10,010","65%","35%","$3.83","$21,272,000.00","1",37.0562738337,-122.001503233
"567",6089,"CA","Shasta County",2016,"16.8%",30130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%",NA,"25.2%","NA","23.7%","9,210","78%","22%","$3.00","$15,458,000.00","1",40.7638035968,-122.040258069
"568",6091,"CA","Sierra County",2016,"13.6%",400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.5%",NA,"43.5%","NA","19.6%","80","62%","38%","$3.38","$231,000.00","1",39.5802326921,-120.5158689
"569",6093,"CA","Siskiyou County",2016,"18.4%",8050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.8%",NA,"17.2%","NA","26.2%","2,320","86%","15%","$3.34","$4,599,000.00","1",41.5927766918,-122.540597429
"570",6095,"CA","Solano County",2016,"13.7%",59020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%",NA,"32.5%","NA","18.5%","18,270","63%","37%","$3.12","$31,508,000.00","1",38.2809617098,-121.925388545
"571",6097,"CA","Sonoma County",2016,"10.7%",53360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.7%",NA,"26.3%","NA","16.1%","16,570","67%","33%","$3.73","$34,011,000.00","1",38.5285599879,-122.887483333
"572",6099,"CA","Stanislaus County",2016,"12.3%",65380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","21.9%","31,950","76%","24%","$3.09","$34,508,000.00","1",37.5596231173,-120.997728951
"573",6101,"CA","Sutter County",2016,"15.0%",14350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.5%",NA,"12.5%","NA","23.5%","5,910","80%","20%","$2.75","$6,739,000.00","1",39.0347176537,-121.694837777
"574",6103,"CA","Tehama County",2016,"15.1%",9500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%",NA,"10.0%","NA","24.7%","3,740","83%","17%","$3.18","$5,154,000.00","1",40.1257489332,-122.234030581
"575",6105,"CA","Trinity County",2016,"17.6%",2320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.8%",NA,"19.2%","NA","24.5%","560","78%","22%","$3.17","$1,256,000.00","1",40.6506363021,-123.112687957
"576",6107,"CA","Tulare County",2016,"13.0%",59070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.7%","38,370","81%","19%","$2.93","$29,610,000.00","1",36.2204314354,-118.800475359
"577",6109,"CA","Tuolumne County",2016,"14.7%",7900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","20.3%","1,820","70%","30%","$4.22","$5,693,000.00","1",38.0277827472,-119.954608354
"578",6111,"CA","Ventura County",2016,"7.9%",66450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.4%",NA,"12.6%","NA","16.1%","32,890","63%","37%","$3.37","$38,295,000.00","1",34.4716370318,-119.078252096
"579",6113,"CA","Yolo County",2016,"13.9%",29080,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.7%",NA,"21.3%","NA","18.1%","8,210","68%","32%","$3.30","$16,407,000.00","1",38.6870109765,-121.901509517
"580",6115,"CA","Yuba County",2016,"16.1%",11910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.2%",NA,"13.8%","NA","24.6%","5,070","79%","21%","$2.90","$5,911,000.00","1",39.269286796,-121.35122881
"581",6001,"CA","Alameda County",2017,"12.2%",198950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.3%",NA,"38.7%","NA","15.2%","52,450","55%","45%","$3.80","$128,941,000.00","1",37.6448737628,-121.882288836
"582",6003,"CA","Alpine County",2017,"14.3%",170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.1%",NA,"31.9%","NA","19.1%","50","53%","47%","$3.55","$103,000.00","1",38.5979709975,-119.820210752
"583",6005,"CA","Amador County",2017,"11.6%",4320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.8%",NA,"44.2%","NA","19.4%","1,110","68%","32%","$4.00","$2,950,000.00","1",38.4461173773,-120.65157196
"584",6007,"CA","Butte County",2017,"16.0%",35920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.2%",NA,"22.8%","NA","20.7%","9,430","72%","28%","$3.26","$20,009,000.00","1",39.6670113073,-121.600718282
"585",6009,"CA","Calaveras County",2017,"12.2%",5480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.5%",NA,"30.5%","NA","19.4%","1,540","67%","33%","$4.49","$4,201,000.00","1",38.2050147927,-120.553756737
"586",6011,"CA","Colusa County",2017,"11.8%",2530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.5%",NA,"5.5%","NA","24.7%","1,470","77%","23%","$3.34","$1,440,000.00","1",39.1775362451,-122.237100273
"587",6013,"CA","Contra Costa County",2017,"10.1%",113940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.3%",NA,"36.7%","NA","15.0%","39,250","54%","46%","$3.61","$70,237,000.00","1",37.9155346665,-121.927176832
"588",6015,"CA","Del Norte County",2017,"16.4%",4490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.2%",NA,"25.8%","NA","23.9%","1,390","79%","22%","$3.36","$2,575,000.00","1",41.7434380162,-123.896950371
"589",6017,"CA","El Dorado County",2017,"10.7%",19880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.9%",NA,"43.1%","NA","16.3%","6,220","50%","50%","$4.28","$14,525,000.00","1",38.7787541226,-120.525262109
"590",6019,"CA","Fresno County",2017,"14.0%",136340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.8%",NA,"5.2%","NA","24.8%","69,230","75%","25%","$3.00","$69,755,000.00","1",36.7583709705,-119.651022678
"591",6021,"CA","Glenn County",2017,"13.0%",3620,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.0%",NA,"4.0%","NA","21.6%","1,620","75%","25%","$3.23","$1,993,000.00","1",39.5983656482,-122.392092433
"592",6023,"CA","Humboldt County",2017,"16.2%",21900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.8%",NA,"18.2%","NA","20.3%","5,350","85%","15%","$3.19","$11,936,000.00","1",40.6986310325,-123.873713677
"593",6025,"CA","Imperial County",2017,"14.2%",25480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","30.3%","15,660","72%","28%","$2.63","$11,417,000.00","1",33.0396666316,-115.365267034
"594",6027,"CA","Inyo County",2017,"11.2%",2040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.8%",NA,"35.2%","NA","16.4%","610","60%","40%","$3.16","$1,101,000.00","1",36.5112075686,-117.410731439
"595",6029,"CA","Kern County",2017,"13.4%",117590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.4%",NA,"4.6%","NA","23.8%","61,390","77%","23%","$2.97","$59,628,000.00","1",35.3428386484,-118.729938045
"596",6031,"CA","Kings County",2017,"13.2%",19880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","22.9%","9,430","77%","23%","$2.97","$10,092,000.00","1",36.075306112,-119.815547843
"597",6033,"CA","Lake County",2017,"15.6%",9980,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%",NA,"15.6%","NA","23.2%","3,050","79%","21%","$3.67","$6,246,000.00","1",39.0996074075,-122.753384296
"598",6035,"CA","Lassen County",2017,"13.9%",4380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","47.1%",NA,"52.9%","NA","20.7%","1,040","66%","34%","$3.63","$2,717,000.00","1",40.6735197906,-120.594276729
"599",6037,"CA","Los Angeles County",2017,"11.2%",1135710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.7%",NA,"7.3%","NA","18.2%","413,910","69%","31%","$3.39","$656,932,000.00","1",34.3615935047,-118.216981811
"600",6039,"CA","Madera County",2017,"11.4%",17570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%",NA,"1.3%","NA","22.6%","9,660","77%","23%","$3.74","$11,203,000.00","1",37.21816377,-119.762685404
"601",6041,"CA","Marin County",2017,"9.5%",24840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.5%",NA,"47.5%","NA","13.6%","7,200","47%","54%","$4.38","$18,576,000.00","1",38.0728900672,-122.71915116
"602",6043,"CA","Mariposa County",2017,"14.2%",2510,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.3%",NA,"31.7%","NA","20.2%","580","65%","35%","$3.14","$1,343,000.00","1",37.5813163577,-119.906074042
"603",6045,"CA","Mendocino County",2017,"13.6%",11870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","19.8%","3,780","81%","19%","$4.04","$8,191,000.00","1",39.440445802,-123.391375934
"604",6047,"CA","Merced County",2017,"13.1%",34970,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","24.4%","19,470","82%","18%","$3.15","$18,798,000.00","1",37.1928046251,-120.717925436
"605",6049,"CA","Modoc County",2017,"15.5%",1400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.1%",NA,"16.9%","NA","22.5%","400","92%","8%","$3.21","$768,000.00","1",41.5897858558,-120.725182912
"606",6051,"CA","Mono County",2017,"10.7%",1500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.5%",NA,"25.5%","NA","15.2%","420","71%","29%","$3.14","$804,000.00","1",37.9391539251,-118.886797787
"607",6053,"CA","Monterey County",2017,"9.5%",41110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.1%","21,850","74%","26%","$3.34","$23,416,000.00","1",36.2172938519,-121.23941124
"608",6055,"CA","Napa County",2017,"8.0%",11320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.4%",NA,"25.6%","NA","13.8%","4,190","61%","39%","$4.19","$8,100,000.00","1",38.5076030306,-122.330530356
"609",6057,"CA","Nevada County",2017,"12.2%",12030,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.9%",NA,"36.1%","NA","17.6%","3,050","66%","34%","$4.62","$9,481,000.00","1",39.301273004,-120.768694433
"610",6059,"CA","Orange County",2017,"9.2%",290660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%",NA,"23.0%","NA","15.7%","112,480","61%","39%","$3.44","$170,726,000.00","1",33.703091525,-117.761211249
"611",6061,"CA","Placer County",2017,"10.3%",38710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.2%",NA,"49.8%","NA","14.9%","12,680","43%","57%","$3.67","$24,227,000.00","1",39.063936061,-120.717238332
"612",6063,"CA","Plumas County",2017,"15.5%",2910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.0%",NA,"37.0%","NA","21.3%","650","59%","41%","$3.36","$1,667,000.00","1",40.0047236595,-120.838727612
"613",6065,"CA","Riverside County",2017,"9.4%",221660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.3%",NA,"5.7%","NA","17.7%","108,560","69%","31%","$3.07","$116,261,000.00","1",33.74364051,-115.994021641
"614",6067,"CA","Sacramento County",2017,"14.4%",215570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.2%",NA,"23.8%","NA","19.3%","69,800","70%","31%","$3.23","$118,955,000.00","1",38.4543841802,-121.338809393
"615",6069,"CA","San Benito County",2017,"5.6%",3280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","15.7%","2,450","64%","36%","$4.22","$2,360,000.00","1",36.6055494282,-121.074869757
"616",6071,"CA","San Bernardino County",2017,"10.1%",214580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","18.7%","107,180","69%","31%","$3.01","$110,186,000.00","1",34.8413712057,-116.178482683
"617",6073,"CA","San Diego County",2017,"11.0%",360530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.6%",NA,"24.4%","NA","16.5%","120,360","64%","36%","$3.38","$207,910,000.00","1",33.03590414,-116.733115518
"618",6075,"CA","San Francisco County",2017,"13.3%",115190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.0%",NA,"42.0%","NA","14.6%","16,880","52%","48%","$4.59","$90,269,000.00","1",37.7545101587,-122.442201158
"619",6077,"CA","San Joaquin County",2017,"12.8%",92520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.6%",NA,"13.4%","NA","20.3%","40,750","71%","29%","$3.15","$49,739,000.00","1",37.9347888756,-121.271031094
"620",6079,"CA","San Luis Obispo County",2017,"11.6%",32530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.7%",NA,"36.3%","NA","15.7%","7,990","61%","39%","$3.56","$19,787,000.00","1",35.3871699387,-120.404113779
"621",6081,"CA","San Mateo County",2017,"8.3%",63170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.8%",NA,"41.2%","NA","12.9%","20,950","49%","51%","$3.79","$40,856,000.00","1",37.4222797899,-122.328717603
"622",6083,"CA","Santa Barbara County",2017,"9.8%",43590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","NA","16.7%","16,580","66%","34%","$3.24","$24,073,000.00","1",34.7247642306,-120.022280302
"623",6085,"CA","Santa Clara County",2017,"8.9%",169390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.0%",NA,"39.0%","NA","13.6%","58,970","49%","51%","$3.69","$106,570,000.00","1",37.2314656159,-121.694370762
"624",6087,"CA","Santa Cruz County",2017,"11.1%",30300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.9%",NA,"28.1%","NA","17.4%","9,440","62%","38%","$3.89","$20,090,000.00","1",37.0562738337,-122.001503233
"625",6089,"CA","Shasta County",2017,"15.9%",28440,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%",NA,"26.2%","NA","22.5%","8,730","77%","23%","$3.10","$15,022,000.00","1",40.7638035968,-122.040258069
"626",6091,"CA","Sierra County",2017,"13.2%",380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.2%",NA,"38.8%","NA","18.5%","80","55%","45%","$3.47","$225,000.00","1",39.5802326921,-120.5158689
"627",6093,"CA","Siskiyou County",2017,"16.9%",7340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.8%",NA,"20.2%","NA","23.7%","2,090","86%","15%","$3.43","$4,300,000.00","1",41.5927766918,-122.540597429
"628",6095,"CA","Solano County",2017,"12.6%",54670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","17.3%","17,090","62%","38%","$3.21","$29,959,000.00","1",38.2809617098,-121.925388545
"629",6097,"CA","Sonoma County",2017,"10.0%",50100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.3%",NA,"31.7%","NA","15.2%","15,460","60%","40%","$3.82","$32,681,000.00","1",38.5285599879,-122.887483333
"630",6099,"CA","Stanislaus County",2017,"11.9%",63550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.0%",NA,"7.0%","NA","20.6%","30,200","74%","26%","$3.21","$34,841,000.00","1",37.5596231173,-120.997728951
"631",6101,"CA","Sutter County",2017,"14.4%",13800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.8%",NA,"12.2%","NA","22.6%","5,690","78%","22%","$2.86","$6,740,000.00","1",39.0347176537,-121.694837777
"632",6103,"CA","Tehama County",2017,"14.4%",9120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.9%",NA,"14.1%","NA","23.2%","3,520","81%","19%","$3.18","$4,945,000.00","1",40.1257489332,-122.234030581
"633",6105,"CA","Trinity County",2017,"16.5%",2150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,"22.0%","NA","23.1%","500","77%","23%","$3.27","$1,198,000.00","1",40.6506363021,-123.112687957
"634",6107,"CA","Tulare County",2017,"13.2%",60660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.7%","36,910","78%","22%","$3.01","$31,194,000.00","1",36.2204314354,-118.800475359
"635",6109,"CA","Tuolumne County",2017,"13.6%",7320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%",NA,"38.3%","NA","18.5%","1,670","60%","40%","$3.94","$4,925,000.00","1",38.0277827472,-119.954608354
"636",6111,"CA","Ventura County",2017,"7.6%",64680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.2%",NA,"16.8%","NA","15.4%","31,130","60%","40%","$3.38","$37,345,000.00","1",34.4716370318,-119.078252096
"637",6113,"CA","Yolo County",2017,"13.3%",28320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.7%",NA,"25.3%","NA","17.2%","7,840","63%","37%","$3.40","$16,434,000.00","1",38.6870109765,-121.901509517
"638",6115,"CA","Yuba County",2017,"14.9%",11100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.4%",NA,"19.6%","NA","22.3%","4,610","73%","27%","$3.06","$5,791,000.00","1",39.269286796,-121.35122881
"639",6001,"CA","Alameda County",2018,"9.1%",150140,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.0%",NA,"39.0%","NA","11.1%","38120","56%","44%","$3.97","$100,781,000.00","2",37.6448737628,-121.882288836
"640",6003,"CA","Alpine County",2018,"14.5%",170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.1%",NA,"23.9%","NA","20.3%","50","72%","28%","$3.69","$106,000.00","2",38.5979709975,-119.820210752
"641",6005,"CA","Amador County",2018,"10.9%",4110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.8%",NA,"38.2%","NA","17.5%","1020","67%","33%","$4.20","$2,919,000.00","2",38.4461173773,-120.65157196
"642",6007,"CA","Butte County",2018,"14.2%",32300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.4%",NA,"17.6%","NA","20.3%","9250","68%","32%","$3.37","$18,433,000.00","2",39.6670113073,-121.600718282
"643",6009,"CA","Calaveras County",2018,"12.2%",5510,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.5%",NA,"24.5%","NA","20.3%","1580","65%","35%","$4.44","$4,139,000.00","2",38.2050147927,-120.553756737
"644",6011,"CA","Colusa County",2018,"13.8%",2950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.5%",NA,"5.5%","NA","23.1%","1360","86%","14%","$3.36","$1,675,000.00","2",39.1775362451,-122.237100273
"645",6013,"CA","Contra Costa County",2018,"8.5%",96040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.6%",NA,"35.4%","NA","11.6%","30440","56%","44%","$3.77","$61,249,000.00","2",37.9155346665,-121.927176832
"646",6015,"CA","Del Norte County",2018,"16.7%",4570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.1%",NA,"19.9%","NA","25.1%","1490","79%","21%","$3.49","$2,701,000.00","2",41.7434380162,-123.896950371
"647",6017,"CA","El Dorado County",2018,"9.1%",17040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.3%",NA,"41.7%","NA","13.4%","5080","47%","53%","$4.47","$12,877,000.00","2",38.7787541226,-120.525262109
"648",6019,"CA","Fresno County",2018,"15.2%",148670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.8%",NA,"6.2%","NA","22.9%","64140","79%","21%","$3.07","$77,333,000.00","2",36.7583709705,-119.651022678
"649",6021,"CA","Glenn County",2018,"14.2%",3970,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","20.2%","1510","78%","22%","$3.33","$2,240,000.00","2",39.5983656482,-122.392092433
"650",6023,"CA","Humboldt County",2018,"14.1%",19190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","19.6%","5140","77%","23%","$3.32","$10,777,000.00","2",40.6986310325,-123.873713677
"651",6025,"CA","Imperial County",2018,"19.2%",34600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.2%",NA,"2.8%","NA","31.4%","16230","82%","18%","$2.71","$15,890,000.00","2",33.0396666316,-115.365267034
"652",6027,"CA","Inyo County",2018,"10.5%",1900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%",NA,"32.5%","NA","14.4%","520","59%","41%","$3.27","$1,052,000.00","2",36.5112075686,-117.410731439
"653",6029,"CA","Kern County",2018,"14.3%",125870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.5%",NA,"4.5%","NA","21.6%","55590","81%","19%","$3.04","$64,654,000.00","2",35.3428386484,-118.729938045
"654",6031,"CA","Kings County",2018,"14.4%",21690,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.9%",NA,"13.1%","NA","21.1%","8630","81%","19%","$3.07","$11,253,000.00","2",36.075306112,-119.815547843
"655",6033,"CA","Lake County",2018,"15.7%",10050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%",NA,"13.9%","NA","23.1%","3070","76%","24%","$3.92","$6,666,000.00","2",39.0996074075,-122.753384296
"656",6035,"CA","Lassen County",2018,"12.5%",3910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","48.3%",NA,"51.7%","NA","19.9%","980","62%","38%","$3.88","$2,568,000.00","2",40.6735197906,-120.594276729
"657",6037,"CA","Los Angeles County",2018,"11.4%",1146290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%",NA,"13.3%","NA","15.2%","342250","76%","24%","$3.46","$672,171,000.00","2",34.3615935047,-118.216981811
