"","county","year","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff"
"265","Mendocino County",2010,6045,"CA",16.9,14820,"130.0%","SNAP","185.0%","Other Nutrition Program","57.1%","20.1%","22.7%","NA","26.5%","5050","76%","24%",2.89,"$7,372,280","1",39.440445802,-123.391375934,41615.8333333333,36680,4935.83333333333,0.118583333333333,146.46,1.61,1.28
"266","Mendocino County",2011,6045,"CA",15.8,13860,"130%","SNAP","185%","Other Nutrition Program","59.5%","23.0%","17.5%","NA","26.8%","5230","77%","23%",3.15,"$7,117,620.00","1",39.440445802,-123.391375934,40873.3333333333,36141.6666666667,4735,0.11575,147.06,1.61,1.54
"267","Mendocino County",2012,6045,"CA",16.2,14150,"130%","SNAP","185%","Other Nutrition Program","64.5%","19.9%","15.6%","NA","27.5%","5,320","78%","22%",3.23,"$7,996,000.00","1",39.440445802,-123.391375934,40861.6666666667,36694.1666666667,4167.5,0.102083333333333,149.05,1.63,1.6
"268","Mendocino County",2013,6045,"CA",16.1,14090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.5%","0.0%","11.5%","NA","27.0%","5,180","80%","20%",3.5,"$8,737,000.00","1",39.440445802,-123.391375934,40691.6666666667,37246.6666666667,3442.5,0.0846666666666667,151.44,1.66,1.84
"269","Mendocino County",2014,6045,"CA",15.7,13780,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%",NA,"10.0%","NA","26.0%","5,000","80%","20%",3.81,"$9,269,000.00","1",39.440445802,-123.391375934,40301.6666666667,37446.6666666667,2855.83333333333,0.0709166666666667,141.99,1.56,2.25
"270","Mendocino County",2015,6045,"CA",15.2,13320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%",NA,"11.6%","NA","23.6%","4,510","83%","17%",4,"$9,550,000.00","1",39.440445802,-123.391375934,39829.1666666667,37500.8333333333,2330.83333333333,0.0586666666666667,142,1.56,2.44
"271","Mendocino County",2016,6045,"CA",14.5,12710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.0%",NA,"11.0%","NA","21.6%","4,120","83%","17%",4,"$8,680,000.00","1",39.440445802,-123.391375934,39617.5,37520.8333333333,2095.83333333333,0.0529166666666667,138.97,1.52,2.48
"272","Mendocino County",2017,6045,"CA",13.6,11870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","19.8%","3,780","81%","19%",4.04,"$8,191,000.00","1",39.440445802,-123.391375934,39535,37735.8333333333,1799.16666666667,0.0453333333333333,136.44,1.5,2.54
"273","Mendocino County",2018,6045,"CA",13.5,11760,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.9%",NA,"14.1%","NA","19.4%","3660","83%","17%",3.53,"$7,022,000.00","1",39.440445802,-123.391375934,39456.6666666667,37877.5,1580.83333333333,0.0400833333333333,136.22,1.49,2.04
"274","Mendocino County",2019,6045,"CA",13.7,11950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%",NA,"20.1%","20.1%","19.1%","3,580","82%","18%",3.53,"$7,214,000","2",39.440445802,-123.391375934,38740,37188.3333333333,1554.16666666667,0.0400833333333333,141.13,1.55,1.98
"275","Mendocino County",2020,6045,"CA",13.9,12130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.0%",NA,"18.0%","18.0%","20.0%","3,710","81%","19%",3.71,"$7,250,000","2",39.440445802,-123.391375934,37232.5,33846.6666666667,3385,0.0913333333333333,151.1,1.66,2.05
"276","Mendocino County",2021,6045,"CA",12.8,11710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.2%",NA,NA,"15.8%","16.8%","3,290","77%","23%",4.15,"$8,578,000","2",39.440445802,-123.391375934,36820,34503.3333333333,2318.33333333333,0.0630833333333333,216.53,2.37,1.78
"277","Merced County",2010,6047,"CA",21.8,54530,"130.0%","SNAP","185.0%","Other Nutrition Program","58.0%","29.7%","12.3%","NA","34.9%","27590","74%","26%",2.55,"$23,934,880","1",37.1928046251,-120.717925436,113866.666666667,92958.3333333333,20925,0.183916666666667,146.46,1.61,0.94
"278","Merced County",2011,6047,"CA",21.5,54600,"130%","SNAP","185%","Other Nutrition Program","63.5%","19.1%","17.4%","NA","34.9%","28120","80%","20%",2.71,"$24,122,520.00","1",37.1928046251,-120.717925436,114700,94141.6666666667,20558.3333333333,0.1795,147.06,1.61,1.1
"279","Merced County",2012,6047,"CA",19.4,49630,"130%","SNAP","185%","Other Nutrition Program","72.5%","17.5%","10.0%","NA","33.3%","26,840","85%","15%",2.73,"$23,706,000.00","1",37.1928046251,-120.717925436,114916.666666667,95850,19066.6666666667,0.165916666666667,149.05,1.63,1.1
"280","Merced County",2013,6047,"CA",16.7,43120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","31.6%","25,360","88%","13%",2.83,"$21,587,000.00","1",37.1928046251,-120.717925436,114308.333333333,97533.3333333333,16758.3333333333,0.14675,151.44,1.66,1.17
"281","Merced County",2014,6047,"CA",15.5,40480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","28.9%","23,190","85%","15%",2.93,"$20,961,000.00","1",37.1928046251,-120.717925436,114158.333333333,99350,14825,0.129833333333333,141.99,1.56,1.37
"282","Merced County",2015,6047,"CA",13.9,36560,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","27.3%","21,870","85%","16%",3.02,"$19,792,000.00","1",37.1928046251,-120.717925436,114075,101033.333333333,13025,0.114333333333333,142,1.56,1.46
"283","Merced County",2016,6047,"CA",13.2,35000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.7%","20,540","84%","16%",3.04,"$18,177,000.00","1",37.1928046251,-120.717925436,114333.333333333,102216.666666667,12133.3333333333,0.106,138.97,1.52,1.52
"284","Merced County",2017,6047,"CA",13.1,34970,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","24.4%","19,470","82%","18%",3.15,"$18,798,000.00","1",37.1928046251,-120.717925436,115208.333333333,104325,10883.3333333333,0.0944166666666667,136.44,1.5,1.65
"285","Merced County",2018,6047,"CA",15,40280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","22.8%","18270","89%","11%",3.25,"$22,131,000.00","1",37.1928046251,-120.717925436,115233.333333333,105550,9700,0.084,136.22,1.49,1.76
"286","Merced County",2019,6047,"CA",14.3,38880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.5%",NA,"3.5%","3.5%","21.6%","17,350","85%","15%",3.2,"$21,242,000","2",37.1928046251,-120.717925436,115966.666666667,106508.333333333,9450,0.0815,141.13,1.55,1.65
"287","Merced County",2020,6047,"CA",13.9,38150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.2%",NA,"9.8%","9.8%","23.0%","18,530","85%","15%",3.43,"$21,049,000","2",37.1928046251,-120.717925436,115733.333333333,101208.333333333,14508.3333333333,0.125083333333333,151.1,1.66,1.77
"288","Merced County",2021,6047,"CA",13.8,38590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%",NA,NA,"15.6%","19.6%","16,170","74%","26%",3.7,"$25,247,000","2",37.1928046251,-120.717925436,115200,103316.666666667,11900,0.103333333333333,216.53,2.37,1.33
"289","Modoc County",2010,6049,"CA",19.6,1890,"130.0%","SNAP","185.0%","Other Nutrition Program","56.7%","21.9%","21.4%","NA","30.3%","640","84%","17%",3.51,"$1,141,890","1",41.5897858558,-120.725182912,3821.66666666667,3229.16666666667,593.333333333333,0.155416666666667,146.46,1.61,1.9
"290","Modoc County",2011,6049,"CA",18.3,1760,"130%","SNAP","185%","Other Nutrition Program","58.4%","22.3%","19.4%","NA","31.7%","670","77%","23%",2.75,"$789,050.00","1",41.5897858558,-120.725182912,3616.66666666667,3029.16666666667,586.666666666667,0.162666666666667,147.06,1.61,1.14
"291","Modoc County",2012,6049,"CA",17.5,1670,"130%","SNAP","185%","Other Nutrition Program","62.9%","13.0%","24.1%","NA","29.6%","630","77%","23%",2.76,"$806,000.00","1",41.5897858558,-120.725182912,3606.66666666667,3080.83333333333,527.5,0.14675,149.05,1.63,1.13
"292","Modoc County",2013,6049,"CA",18.7,1770,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.0%","0.0%","20.0%","NA","30.8%","640","78%","22%",2.9,"$907,000.00","1",41.5897858558,-120.725182912,3491.66666666667,3057.5,434.166666666667,0.1245,151.44,1.66,1.24
"293","Modoc County",2014,6049,"CA",17.6,1640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%",NA,"20.1%","NA","30.0%","590","77%","23%",3,"$868,000.00","1",41.5897858558,-120.725182912,3360,3012.5,347.5,0.104166666666667,141.99,1.56,1.44
"294","Modoc County",2015,6049,"CA",16.5,1520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.8%",NA,"15.2%","NA","23.8%","450","91%","9%",3.08,"$841,000.00","1",41.5897858558,-120.725182912,3302.5,3019.16666666667,284.166666666667,0.0865833333333333,142,1.56,1.52
"295","Modoc County",2016,6049,"CA",15,1360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.7%",NA,"18.3%","NA","21.3%","390","95%","5%",3.13,"$728,000.00","1",41.5897858558,-120.725182912,3291.66666666667,3035,258.333333333333,0.07875,138.97,1.52,1.61
"296","Modoc County",2017,6049,"CA",15.5,1400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.1%",NA,"16.9%","NA","22.5%","400","92%","8%",3.21,"$768,000.00","1",41.5897858558,-120.725182912,3193.33333333333,2932.5,260.833333333333,0.082,136.44,1.5,1.71
"297","Modoc County",2018,6049,"CA",14.7,1310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.0%",NA,"7.0%","NA","24.2%","420","93%","7%",3.36,"$746,000.00","1",41.5897858558,-120.725182912,3155.83333333333,2917.5,238.333333333333,0.0761666666666667,136.22,1.49,1.87
"298","Modoc County",2019,6049,"CA",15.6,1390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.7%",NA,"19.3%","19.3%","22.4%","390","89%","12%",3.3,"$785,000","2",41.5897858558,-120.725182912,3181.66666666667,2953.33333333333,226.666666666667,0.072,141.13,1.55,1.75
"299","Modoc County",2020,6049,"CA",13.6,1210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.5%",NA,"18.5%","18.5%","18.1%","310","87%","13%",3.8,"$740,000","2",41.5897858558,-120.725182912,3185,2905.83333333333,282.5,0.0879166666666667,151.1,1.66,2.14
"300","Modoc County",2021,6049,"CA",13.6,1190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.9%",NA,NA,"15.1%","19.7%","340","79%","21%",4.21,"$885,000","2",41.5897858558,-120.725182912,3195.83333333333,2966.66666666667,230,0.0721666666666667,216.53,2.37,1.84
"301","Mono County",2010,6051,"CA",14.6,2020,"130.0%","SNAP","185.0%","Other Nutrition Program","47.8%","19.4%","32.8%","NA","22.8%","670","53%","47%",3.67,"$1,276,070","1",37.9391539251,-118.886797787,8890.83333333333,7963.33333333333,927.5,0.104916666666667,146.46,1.61,2.06
"302","Mono County",2011,6051,"CA",14.2,1980,"130%","SNAP","185%","Other Nutrition Program","50.1%","28.0%","21.9%","NA","22.2%","660","75%","25%",2.68,"$865,090.00","1",37.9391539251,-118.886797787,8815.83333333333,7913.33333333333,902.5,0.10325,147.06,1.61,1.07
"303","Mono County",2012,6051,"CA",14.3,2030,"130%","SNAP","185%","Other Nutrition Program","48.3%","33.9%","17.8%","NA","21.7%","650","85%","15%",2.71,"$962,000.00","1",37.9391539251,-118.886797787,8385,7502.5,880,0.105166666666667,149.05,1.63,1.08
"304","Mono County",2013,6051,"CA",13.6,1930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%","0.0%","10.6%","NA","21.2%","630","84%","16%",2.86,"$976,000.00","1",37.9391539251,-118.886797787,8338.33333333333,7620,719.166666666667,0.0863333333333333,151.44,1.66,1.2
"305","Mono County",2014,6051,"CA",12.1,1720,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.6%",NA,"14.4%","NA","18.9%","540","86%","14%",2.93,"$890,000.00","1",37.9391539251,-118.886797787,8222.5,7636.66666666667,587.5,0.0714166666666667,141.99,1.56,1.37
"306","Mono County",2015,6051,"CA",10.5,1490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.3%",NA,"5.7%","NA","16.6%","470","100%","0%",3.02,"$807,000.00","1",37.9391539251,-118.886797787,8240,7732.5,508.333333333333,0.062,142,1.56,1.46
"307","Mono County",2016,6051,"CA",10.8,1520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","NA","17.0%","470","88%","13%",3.05,"$793,000.00","1",37.9391539251,-118.886797787,8365.83333333333,7914.16666666667,451.666666666667,0.054,138.97,1.52,1.53
"308","Mono County",2017,6051,"CA",10.7,1500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.5%",NA,"25.5%","NA","15.2%","420","71%","29%",3.14,"$804,000.00","1",37.9391539251,-118.886797787,8485.83333333333,8107.5,380.833333333333,0.0446666666666667,136.44,1.5,1.64
"309","Mono County",2018,6051,"CA",8.5,1210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.1%",NA,"23.9%","NA","12.0%","320","93%","7%",3.25,"$665,000.00","1",37.9391539251,-118.886797787,8426.66666666667,8084.16666666667,340.833333333333,0.0406666666666667,136.22,1.49,1.76
"310","Mono County",2019,6051,"CA",8.7,1240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.4%",NA,"27.6%","27.6%","11.5%","310","71%","29%",3.19,"$675,000","2",37.9391539251,-118.886797787,8520.83333333333,8204.16666666667,320,0.0371666666666667,141.13,1.55,1.64
"311","Mono County",2020,6051,"CA",10.7,1540,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.2%",NA,"36.8%","36.8%","16.7%","500","68%","32%",4.02,"$998,000","2",37.9391539251,-118.886797787,7899.16666666667,6946.66666666667,953.333333333333,0.126916666666667,151.1,1.66,2.36
"312","Mono County",2021,6051,"CA",8,1070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.2%",NA,NA,"26.8%","10.9%","290","73%","27%",4.25,"$803,000","2",37.9391539251,-118.886797787,8304.16666666667,7737.5,569.166666666667,0.0688333333333333,216.53,2.37,1.88
"313","Monterey County",2010,6053,"CA",15.4,62810,"130.0%","SNAP","185.0%","Other Nutrition Program","49.8%","29.0%","21.2%","NA","27.1%","29160","69%","31%",2.51,"$27,136,770","1",36.2172938519,-121.23941124,216033.333333333,187866.666666667,28183.3333333333,0.131416666666667,146.46,1.61,0.9
"314","Monterey County",2011,6053,"CA",16.4,67590,"130%","SNAP","185%","Other Nutrition Program","54.9%","19.8%","25.3%","NA","28.1%","31010","74%","26%",2.66,"$29,310,610.00","1",36.2172938519,-121.23941124,216258.333333333,188400,27850,0.12975,147.06,1.61,1.05
"315","Monterey County",2012,6053,"CA",14.9,61810,"130%","SNAP","185%","Other Nutrition Program","61.9%","18.0%","20.1%","NA","27.1%","30,180","75%","25%",2.75,"$29,730,000.00","1",36.2172938519,-121.23941124,217391.666666667,191833.333333333,25566.6666666667,0.1185,149.05,1.63,1.12
"316","Monterey County",2013,6053,"CA",12.6,53080,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.7%","0.0%","7.3%","NA","25.2%","28,230","77%","23%",3.01,"$28,282,000.00","1",36.2172938519,-121.23941124,215658.333333333,193150,22525,0.105333333333333,151.44,1.66,1.35
"317","Monterey County",2014,6053,"CA",11.8,49980,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%",NA,"1.3%","NA","23.0%","25,890","76%","24%",3.03,"$26,697,000.00","1",36.2172938519,-121.23941124,217341.666666667,197441.666666667,19925,0.0924166666666667,141.99,1.56,1.47
"318","Monterey County",2015,6053,"CA",9.9,42410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","21.2%","24,000","77%","23%",3.17,"$24,087,000.00","1",36.2172938519,-121.23941124,218266.666666667,200458.333333333,17833.3333333333,0.0825833333333333,142,1.56,1.61
"319","Monterey County",2016,6053,"CA",9.5,40770,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","20.1%","22,930","77%","24%",3.22,"$22,439,000.00","1",36.2172938519,-121.23941124,218800,201983.333333333,16825,0.0776666666666667,138.97,1.52,1.7
"320","Monterey County",2017,6053,"CA",9.5,41110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.1%","21,850","74%","26%",3.34,"$23,416,000.00","1",36.2172938519,-121.23941124,219483.333333333,203625,15858.3333333333,0.0731666666666667,136.44,1.5,1.84
"321","Monterey County",2018,6053,"CA",10.5,45410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.4%",NA,"4.6%","NA","15.2%","17380","91%","9%",3.44,"$26,475,000.00","1",36.2172938519,-121.23941124,221891.666666667,207716.666666667,14175,0.0643333333333333,136.22,1.49,1.95
"322","Monterey County",2019,6053,"CA",10.1,43610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","7.1%","14.6%","16,650","89%","11%",3.44,"$25,646,000","2",36.2172938519,-121.23941124,221600,207608.333333333,13958.3333333333,0.06375,141.13,1.55,1.89
"323","Monterey County",2020,6053,"CA",10.2,44380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.7%",NA,"17.3%","17.3%","17.7%","20,030","83%","17%",3.7,"$26,411,000","2",36.2172938519,-121.23941124,214625,190691.666666667,23941.6666666667,0.11125,151.1,1.66,2.04
"324","Monterey County",2021,6053,"CA",9.8,43040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.5%",NA,NA,"23.5%","13.8%","15,950","74%","26%",3.94,"$29,986,000","2",36.2172938519,-121.23941124,212225,194658.333333333,17550,0.0835,216.53,2.37,1.57
"325","Napa County",2010,6055,"CA",13.4,17980,"130.0%","SNAP","185.0%","Other Nutrition Program","40.8%","18.6%","40.6%","NA","20.9%","6420","59%","42%",3,"$9,284,670","1",38.5076030306,-122.330530356,70250,62825,7425,0.10575,146.46,1.61,1.39
"326","Napa County",2011,6055,"CA",12.5,16860,"130%","SNAP","185%","Other Nutrition Program","41.5%","20.4%","38.1%","NA","20.5%","6420","63%","37%",3.25,"$8,933,090.00","1",38.5076030306,-122.330530356,70641.6666666667,63591.6666666667,7033.33333333333,0.0996666666666667,147.06,1.61,1.64
"327","Napa County",2012,6055,"CA",12,16400,"130%","SNAP","185%","Other Nutrition Program","46.5%","17.9%","35.6%","NA","20.7%","6,480","64%","36%",3.34,"$9,590,000.00","1",38.5076030306,-122.330530356,71641.6666666667,65491.6666666667,6150,0.0860833333333333,149.05,1.63,1.71
"328","Napa County",2013,6055,"CA",11.2,15500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.7%","0.0%","29.3%","NA","20.1%","6,290","67%","33%",3.61,"$9,914,000.00","1",38.5076030306,-122.330530356,72541.6666666667,67441.6666666667,5091.66666666667,0.07025,151.44,1.66,1.95
"329","Napa County",2014,6055,"CA",10.6,14820,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.7%",NA,"26.3%","NA","18.6%","5,770","66%","34%",3.76,"$9,840,000.00","1",38.5076030306,-122.330530356,73250,69050,4208.33333333333,0.0576666666666667,141.99,1.56,2.2
"330","Napa County",2015,6055,"CA",9.7,13580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.8%",NA,"23.2%","NA","16.8%","5,240","69%","31%",3.88,"$9,460,000.00","1",38.5076030306,-122.330530356,73725,70291.6666666667,3433.33333333333,0.0465,142,1.56,2.32
"331","Napa County",2016,6055,"CA",8.6,12170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","14.7%","4,540","67%","33%",4.18,"$8,691,000.00","1",38.5076030306,-122.330530356,72933.3333333333,69808.3333333333,3158.33333333333,0.0430833333333333,138.97,1.52,2.66
