"","year","county","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude.x","longitude.x","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff","population","all_returns","agi","median_income","median_rank","joint_returns","joint_returns_median_income","joint_returns_median_rank","tax_assessed","latitude.y","longitude.y","new_georeferenced_column"
"183",2013,"El Dorado County",6017,"CA",13.6,24650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.5%","0.0%","45.5%","NA","21.4%","8,600","51%","49%",3.82,"$16,671,000.00","1",38.7787541226,-120.525262109,88283.3333333333,80658.3333333333,7600,0.0860833333333333,151.44,1.66,2.16,182958,70564,5771611000,47590,7,36014,86746,8,262102000,38.76394197,-120.6060593,"POINT (-120.6060593 38.76394197)"
"184",2013,"Fresno County",6019,"CA",16.6,155600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.6%","0.0%","4.4%","NA","30.7%","85,200","83%","17%",2.7,"$74,268,000.00","1",36.7583709705,-119.651022678,436633.333333333,378050,58566.6666666667,0.13425,151.44,1.66,1.04,956967,331603,16249545000,28791,54,125501,55476,40,542740000,36.81276025,-119.6826941,"POINT (-119.6826941 36.81276025)"
"185",2013,"Glenn County",6021,"CA",15.5,4340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%","0.0%","9.3%","NA","27.0%","2,090","82%","18%",2.92,"$2,246,000.00","1",39.5983656482,-122.392092433,12950.8333333333,11365,1585.83333333333,0.1225,151.44,1.66,1.26,28628,10484,469047000,30416,46,4814,49730,48,14887000,39.59028676,-122.0780968,"POINT (-122.0780968 39.59028676)"
"186",2013,"Humboldt County",6023,"CA",18.9,25420,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.1%","0.0%","20.9%","NA","27.3%","7,280","71%","29%",2.95,"$13,251,000.00","1",40.6986310325,-123.873713677,62833.3333333333,57658.3333333333,5141.66666666667,0.0821666666666667,151.44,1.66,1.29,134698,47647,2242973000,31463,40,18412,58557,35,68534000,40.86148517,-123.8585124,"POINT (-123.8585124 40.86148517)"
"187",2013,"Imperial County",6025,"CA",17.4,30420,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.3%","0.0%","6.7%","NA","35.4%","18,000","84%","16%",2.53,"$13,597,000.00","1",33.0396666316,-115.365267034,78158.3333333333,58408.3333333333,19766.6666666667,0.252833333333333,151.44,1.66,0.87,179142,61021,2457007000,24058,58,25600,39653,58,65117000,33.07729374,-114.7515356,"POINT (-114.7515356 33.07729374)"
"188",2013,"Inyo County",6027,"CA",14.8,2730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.6%","0.0%","31.4%","NA","23.7%","920","67%","33%",2.9,"$1,402,000.00","1",36.5112075686,-117.410731439,9355,8614.16666666667,743.333333333333,0.0793333333333333,151.44,1.66,1.24,18584,7951,409616000,36266,25,3382,67101,22,13372000,36.63350255,-118.2559592,"POINT (-118.2559592 36.63350255)"
"189",2013,"Kern County",6029,"CA",15.1,128270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.6%","0.0%","6.4%","NA","28.5%","72,490","82%","19%",2.8,"$63,675,000.00","1",35.3428386484,-118.729938045,392208.333333333,345558.333333333,46641.6666666667,0.118833333333333,151.44,1.66,1.14,865511,288794,15020856000,30938,45,115865,59935,31,534749000,35.37676773,-118.8073572,"POINT (-118.8073572 35.37676773)"
"190",2013,"Kings County",6031,"CA",16.2,24550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.9%","0.0%","13.1%","NA","29.2%","12,300","83%","17%",2.73,"$11,866,000.00","1",36.075306112,-119.815547843,58025,50166.6666666667,7866.66666666667,0.135916666666667,151.44,1.66,1.07,150507,43690,1896181000,29537,50,17879,50544,47,55265000,36.01947119,-120.0181641,"POINT (-120.0181641 36.01947119)"
"191",2013,"Lake County",6033,"CA",19.7,12690,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.1%","0.0%","11.9%","NA","32.4%","4,320","83%","17%",3.48,"$7,825,000.00","1",39.0996074075,-122.753384296,29163.3333333333,25945,3220,0.110583333333333,151.44,1.66,1.82,64209,20952,889774000,29329,51,8915,48439,50,24129000,39.06500481,-122.6570192,"POINT (-122.6570192 39.06500481)"
"192",2013,"Lassen County",6035,"CA",17.7,6040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","44.3%","0.0%","55.7%","NA","28.1%","1,520","61%","39%",3.37,"$3,598,000.00","1",40.6735197906,-120.594276729,10968.3333333333,9792.5,1177.5,0.1075,151.44,1.66,1.71,33686,8990,464757000,40012,11,4309,67858,21,12680000,40.43255922,-120.6495591,"POINT (-120.6495591 40.43255922)"
"193",2013,"Los Angeles County",6037,"CA",14.7,1452130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.9%","0.0%","12.1%","NA","24.9%","590,910","74%","26%",3.08,"$790,382,000.00","1",34.3615935047,-118.216981811,4956375,4472183.33333333,484195.833333333,0.0978333333333333,151.44,1.66,1.42,10013265,4099191,267252031000,31516,39,1319600,62724,26,13466440000,34.0594833,-118.242048,"POINT (-118.242048 34.0594833)"
"194",2013,"Madera County",6039,"CA",13.8,20950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","28.3%","12,130","89%","11%",3.33,"$12,355,000.00","1",37.21816377,-119.762685404,62075,54175,7908.33333333333,0.127333333333333,151.44,1.66,1.67,152857,50816,2161368000,27755,56,21837,47867,53,65591000,37.09637123,-119.8904305,"POINT (-119.8904305 37.09637123)"
"195",2013,"Marin County",6041,"CA",11.9,30220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.5%","0.0%","49.5%","NA","17.6%","9,250","47%","53%",3.74,"$20,019,000.00","1",38.0728900672,-122.71915116,137816.666666667,130583.333333333,7208.33333333333,0.05225,151.44,1.66,2.08,255778,120641,17566433000,57244,1,49407,133389,1,1283240000,38.03952573,-122.7299513,"POINT (-122.7299513 38.03952573)"
"196",2013,"Mariposa County",6043,"CA",16.6,2990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.0%","0.0%","28.0%","NA","27.9%","870","64%","36%",2.82,"$1,493,000.00","1",37.5813163577,-119.906074042,8205,7329.16666666667,874.166666666667,0.107833333333333,151.44,1.66,1.16,17890,6302,290078000,32657,32,2981,53478,43,7688000,37.72289349,-119.9767358,"POINT (-119.9767358 37.72289349)"
"197",2013,"Mendocino County",6045,"CA",16.1,14090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.5%","0.0%","11.5%","NA","27.0%","5,180","80%","20%",3.5,"$8,737,000.00","1",39.440445802,-123.391375934,40691.6666666667,37246.6666666667,3442.5,0.0846666666666667,151.44,1.66,1.84,88281,33901,1504621000,29938,48,13717,51489,45,47799000,39.31034149,-123.6517776,"POINT (-123.6517776 39.31034149)"
"198",2013,"Merced County",6047,"CA",16.7,43120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","31.6%","25,360","88%","13%",2.83,"$21,587,000.00","1",37.1928046251,-120.717925436,114308.333333333,97533.3333333333,16758.3333333333,0.14675,151.44,1.66,1.17,262336,84671,3442390000,28087,55,35353,46577,56,94998000,37.1324242,-120.7167521,"POINT (-120.7167521 37.1324242)"
"199",2013,"Modoc County",6049,"CA",18.7,1770,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.0%","0.0%","20.0%","NA","30.8%","640","78%","22%",2.9,"$907,000.00","1",41.5897858558,-120.725182912,3491.66666666667,3057.5,434.166666666667,0.1245,151.44,1.66,1.24,9485,2779,114859000,29789,49,1322,48051,52,3319000,41.71368177,-120.943072,"POINT (-120.943072 41.71368177)"
"200",2013,"Mono County",6051,"CA",13.6,1930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%","0.0%","10.6%","NA","21.2%","630","84%","16%",2.86,"$976,000.00","1",37.9391539251,-118.886797787,8338.33333333333,7620,719.166666666667,0.0863333333333333,151.44,1.66,1.2,14477,5204,262347000,31546,37,1923,63019,25,10220000,38.34709997,-119.3327269,"POINT (-119.3327269 38.34709997)"
"201",2013,"Monterey County",6053,"CA",12.6,53080,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.7%","0.0%","7.3%","NA","25.2%","28,230","77%","23%",3.01,"$28,282,000.00","1",36.2172938519,-121.23941124,215658.333333333,193150,22525,0.105333333333333,151.44,1.66,1.35,423943,167104,9224800000,31433,41,61028,59065,33,367276000,36.32470669,-121.2968358,"POINT (-121.2968358 36.32470669)"
"202",2013,"Napa County",6055,"CA",11.2,15500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.7%","0.0%","29.3%","NA","20.1%","6,290","67%","33%",3.61,"$9,914,000.00","1",38.5076030306,-122.330530356,72541.6666666667,67441.6666666667,5091.66666666667,0.07025,151.44,1.66,1.95,138932,61635,4765437000,42110,9,25807,78352,12,257918000,38.45938161,-122.3328556,"POINT (-122.3328556 38.45938161)"
"203",2013,"Nevada County",6057,"CA",14.8,14550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.6%","0.0%","38.4%","NA","23.5%","4,350","59%","41%",4.02,"$10,364,000.00","1",39.301273004,-120.768694433,47995.8333333333,44056.6666666667,3939.16666666667,0.0820833333333333,151.44,1.66,2.36,97808,40638,2426634000,36869,22,18623,66443,23,96606000,39.29548859,-120.9008733,"POINT (-120.9008733 39.29548859)"
"204",2013,"Orange County",6059,"CA",11.4,349090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.9%","0.0%","25.1%","NA","20.6%","151,310","64%","36%",3.12,"$192,751,000.00","1",33.703091525,-117.761211249,1559483.33333333,1455308.33333333,104158.333333333,0.06675,151.44,1.66,1.46,3099463,1340015,101954413000,38322,15,534751,80550,9,5344332000,33.66073433,-117.9361373,"POINT (-117.9361373 33.66073433)"
"205",2013,"Placer County",6061,"CA",13.4,47570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.5%","0.0%","47.5%","NA","20.9%","17,880","51%","49%",3.32,"$27,974,000.00","1",39.063936061,-120.717238332,175183.333333333,161500,13691.6666666667,0.0781666666666667,151.44,1.66,1.66,364724,163524,12054188000,47961,6,79484,87258,7,519076000,39.0316205,-120.8830665,"POINT (-120.8830665 39.0316205)"
"206",2013,"Plumas County",6063,"CA",18.6,3650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.5%","0.0%","26.5%","NA","28.6%","1,020","85%","15%",3.02,"$1,952,000.00","1",40.0047236595,-120.838727612,8234.16666666667,7080,1154.16666666667,0.140916666666667,151.44,1.66,1.36,19792,7099,346908000,35679,27,3454,56621,39,10478000,40.00510655,-121.0077457,"POINT (-121.0077457 40.00510655)"
"207",2013,"Riverside County",6065,"CA",12.7,282920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.9%","0.0%","12.1%","NA","24.1%","148,520","76%","25%",2.84,"$142,290,000.00","1",33.74364051,-115.994021641,993025,893458.333333333,99558.3333333333,0.100166666666667,151.44,1.66,1.18,2264569,835862,42268185000,32188,34,341378,60302,30,1294104000,33.7775741,-115.4706931,"POINT (-115.4706931 33.7775741)"
"208",2013,"Sacramento County",6067,"CA",17.1,245480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%","0.0%","23.0%","NA","25.3%","91,650","72%","28%",2.92,"$126,721,000.00","1",38.4543841802,-121.338809393,677850,616883.333333333,60950,0.0899166666666667,151.44,1.66,1.26,1445457,573760,31973912000,37495,20,217692,70298,19,1135935000,38.1923781,-121.6020643,"POINT (-121.6020643 38.1923781)"
"209",2013,"San Benito County",6069,"CA",10.5,5900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.9%","0.0%","15.1%","NA","23.0%","3,630","69%","31%",3.57,"$3,733,000.00","1",36.6055494282,-121.074869757,28808.3333333333,25566.6666666667,3250,0.112416666666667,151.44,1.66,1.91,57146,23315,1323625000,36726,23,9727,72577,18,46421000,36.50024907,-121.0915105,"POINT (-121.0915105 36.50024907)"
"210",2013,"San Bernardino County",6071,"CA",13.2,272200,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.3%","0.0%","8.7%","NA","24.7%","145,320","77%","23%",2.77,"$133,318,000.00","1",34.8413712057,-116.178482683,893616.666666667,805225,88391.6666666667,0.0989166666666667,151.44,1.66,1.11,2074080,739455,35186033000,31134,43,282075,59136,32,1004183000,34.52258599,-115.5372574,"POINT (-115.5372574 34.52258599)"
"211",2013,"San Diego County",6073,"CA",13.9,435560,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.9%","0.0%","26.1%","NA","22.3%","161,680","67%","33%",3.17,"$244,082,000.00","1",33.03590414,-116.733115518,1537650,1415633.33333333,122016.666666667,0.0794166666666667,151.44,1.66,1.51,3176770,1326440,91043020000,37998,17,523704,75367,16,4305807000,32.78964014,-117.1936577,"POINT (-117.1936577 32.78964014)"
"212",2013,"San Francisco County",6075,"CA",16.7,136340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%","0.0%","36.5%","NA","19.9%","21,830","55%","45%",3.92,"$94,683,000.00","1",37.7545101587,-122.442201158,514233.333333333,485800,28433.3333333333,0.0553333333333333,151.44,1.66,2.26,830956,428120,50491011000,49777,4,119270,93404,6,3583491000,37.7577,-122.4376,"POINT (-122.4376 37.7577)"
"213",2013,"San Joaquin County",6077,"CA",16.3,113260,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%","0.0%","15.6%","NA","27.2%","54,380","77%","23%",2.85,"$57,214,000.00","1",37.9347888756,-121.271031094,312150,273275,38883.3333333333,0.124666666666667,151.44,1.66,1.19,702669,255926,12739929000,33249,31,105420,61615,28,423714000,37.933703,-121.3444014,"POINT (-121.3444014 37.933703)"
"214",2013,"San Luis Obispo County",6079,"CA",14.4,39290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.8%","0.0%","33.2%","NA","21.6%","10,970","62%","38%",3.34,"$23,193,000.00","1",35.3871699387,-120.404113779,137733.333333333,128216.666666667,9525,0.0690833333333333,151.44,1.66,1.68,271584,115317,7463941000,39170,14,49276,74208,17,349109000,35.27435015,-120.6124974,"POINT (-120.6124974 35.27435015)"
"215",2013,"San Mateo County",6081,"CA",11.1,80730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.3%","0.0%","44.7%","NA","17.6%","28,310","50%","50%",3.46,"$49,372,000.00","1",37.4222797899,-122.328717603,416408.333333333,394225,22183.3333333333,0.0533333333333333,151.44,1.66,1.8,742256,339023,47867382000,53972,2,137543,115651,2,3528521000,37.43944139,-122.3344603,"POINT (-122.3344603 37.43944139)"
"216",2013,"Santa Barbara County",6083,"CA",12.1,51580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%","0.0%","13.9%","NA","21.9%","21,420","72%","28%",3.06,"$27,981,000.00","1",34.7247642306,-120.022280302,216533.333333333,200725,15816.6666666667,0.073,151.44,1.66,1.4,432110,176729,11858586000,35378,28,67927,68381,20,591108000,34.42119106,-119.6988197,"POINT (-119.6988197 34.42119106)"
"217",2013,"Santa Clara County",6085,"CA",12.1,219110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.7%","0.0%","39.3%","NA","19.3%","83,460","54%","46%",3.35,"$129,964,000.00","1",37.2314656159,-121.694370762,968141.666666667,904716.666666667,63441.6666666667,0.0654166666666667,151.44,1.66,1.69,1853223,837410,98633127000,51937,3,348414,115013,3,6313320000,37.23423826,-121.7317226,"POINT (-121.7317226 37.23423826)"
"218",2013,"Santa Cruz County",6087,"CA",13.9,36910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.4%","0.0%","29.6%","NA","22.8%","12,610","65%","35%",3.46,"$22,600,000.00","1",37.0562738337,-122.001503233,141600,126858.333333333,14733.3333333333,0.104166666666667,151.44,1.66,1.8,270734,118640,8048612000,36338,24,44439,76881,14,381858000,37.02159755,-121.9471295,"POINT (-121.9471295 37.02159755)"
"219",2013,"Shasta County",6089,"CA",18.7,33300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.5%","0.0%","21.5%","NA","28.7%","11,280","78%","22%",2.82,"$16,616,000.00","1",40.7638035968,-122.040258069,75041.6666666667,66058.3333333333,8983.33333333333,0.119583333333333,151.44,1.66,1.16,178127,68065,3279548000,33299,30,31803,56659,38,99385000,40.53502155,-122.5021643,"POINT (-122.5021643 40.53502155)"
"220",2013,"Sierra County",6091,"CA",18.8,590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%","0.0%","32.5%","NA","31.0%","160","62%","39%",3.13,"$327,000.00","1",39.5802326921,-120.5158689,1448.33333333333,1260,186.666666666667,0.129416666666667,151.44,1.66,1.47,3114,1053,60943000,36891,21,534,53902,42,1360000,39.56316056,-120.7739513,"POINT (-120.7739513 39.56316056)"
"221",2013,"Siskiyou County",6093,"CA",20.5,9130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.2%","0.0%","18.8%","NA","31.6%","2,890","75%","25%",3.05,"$4,923,000.00","1",41.5927766918,-122.540597429,18240,15812.5,2429.16666666667,0.13325,151.44,1.66,1.39,45308,15983,678174000,30274,47,7677,48677,49,19385000,41.40245364,-123.1750119,"POINT (-123.1750119 41.40245364)"
"222",2013,"Solano County",6095,"CA",15.2,63390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.6%","0.0%","38.4%","NA","22.6%","22,680","59%","41%",2.93,"$32,915,000.00","1",38.2809617098,-121.925388545,202333.333333333,183750,18583.3333333333,0.0918333333333333,151.44,1.66,1.27,422899,172601,10306527000,41275,10,68811,77560,13,350299000,38.17681839,-122.0352986,"POINT (-122.0352986 38.17681839)"
"223",2013,"Sonoma County",6097,"CA",13.1,63810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.1%","0.0%","30.9%","NA","21.3%","22,420","63%","37%",3.4,"$38,367,000.00","1",38.5285599879,-122.887483333,249016.666666667,231100,17925,0.072,151.44,1.66,1.74,491619,218377,14312831000,39821,12,86329,76576,15,642534000,38.49367199,-122.9302632,"POINT (-122.9302632 38.49367199)"
"224",2013,"Stanislaus County",6099,"CA",16.1,83250,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%","0.0%","11.6%","NA","28.7%","41,960","79%","21%",2.85,"$42,058,000.00","1",37.5596231173,-120.997728951,240266.666666667,208808.333333333,31491.6666666667,0.131083333333333,151.44,1.66,1.19,526549,187815,9479988000,32627,33,79991,57539,37,312013000,37.50148783,-121.2164803,"POINT (-121.2164803 37.50148783)"
"225",2013,"Sutter County",6101,"CA",18.3,17330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.5%","0.0%","14.5%","NA","29.7%","7,650","84%","17%",2.53,"$7,752,000.00","1",39.0347176537,-121.694837777,44658.3333333333,38066.6666666667,6600,0.147833333333333,151.44,1.66,0.87,96712,34109,1667291000,31811,35,15981,52320,44,50009000,39.01131111,-121.7233341,"POINT (-121.7233341 39.01131111)"
"226",2013,"Tehama County",6103,"CA",17.2,10850,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%","0.0%","13.3%","NA","29.4%","4,640","85%","15%",2.99,"$5,750,000.00","1",40.1257489332,-122.234030581,25005.8333333333,22065.8333333333,2940.83333333333,0.117666666666667,151.44,1.66,1.33,64114,18605,800085000,29046,53,8444,47123,54,24212000,40.25506437,-122.2937715,"POINT (-122.2937715 40.25506437)"
"227",2013,"Trinity County",6105,"CA",19.7,2680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%","0.0%","21.6%","NA","32.4%","800","78%","22%",2.98,"$1,414,000.00","1",40.6506363021,-123.112687957,5175.83333333333,4550,624.166666666667,0.121,151.44,1.66,1.32,13459,4118,180228000,29192,52,1912,47088,55,5484000,40.84092907,-122.972844,"POINT (-122.972844 40.84092907)"
"228",2013,"Tulare County",6107,"CA",15,67200,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","30.8%","44,290","88%","12%",2.72,"$32,336,000.00","1",36.2204314354,-118.800475359,200500,171350,29141.6666666667,0.14525,151.44,1.66,1.06,455376,150683,6059652000,26428,57,59268,46395,57,176184000,36.28254312,-118.2652098,"POINT (-118.2652098 36.28254312)"
